text,target,keywords_sorted,keywords_indices,keywords_count
"['yes', 'id', 'like', 'to', 'know', 'who', 'wrote', 'it']","['yes', '<KEYWORD>', 'id', '<KEYWORD>', 'like', 'to', 'know', 'who', '<KEYWORD>', 'wrote', '<KEYWORD>', 'it']","['id', 'wrote']","[1, 6]",2
"['yes', 'id', 'like', 'to', 'see', 'online', 'used', 'car', 'parts', 'retailers']","['yes', 'id', 'like', 'to', 'see', '<KEYWORD>', 'online', '<KEYWORD>', 'used', 'car', '<KEYWORD>', 'parts', '<KEYWORD>', 'retailers']","['online', 'parts']","[5, 8]",2
"['yes', 'ideas', 'to', 'celebrate', 'poem', 'in', 'your', 'pocket', 'day', 'and', 'national', 'poetry', 'month']","['yes', 'ideas', 'to', '<KEYWORD>', 'celebrate', '<KEYWORD>', 'poem', 'in', 'your', '<KEYWORD>', 'pocket', '<KEYWORD>', 'day', 'and', '<KEYWORD>', 'national', '<KEYWORD>', 'poetry', 'month']","['celebrate', 'pocket', 'national']","[3, 7, 10]",3
"['yes', 'if', 'it', 'gives', 'the', 'common', 'name']","['yes', 'if', 'it', '<KEYWORD>', 'gives', '<KEYWORD>', 'the', 'common', '<KEYWORD>', 'name', '<KEYWORD>']","['gives', 'name']","[3, 6]",2
"['yes', 'if', 'it', 'has', 'all', 'men', 'were', 'created', 'equal', 'in', 'it']","['yes', 'if', 'it', 'has', 'all', 'men', 'were', '<KEYWORD>', 'created', '<KEYWORD>', '<KEYWORD>', 'equal', '<KEYWORD>', 'in', 'it']","['created', 'equal']","[7, 8]",2
"['yes', 'if', 'it', 'reveals', 'the', 'contact', 'information', 'for', 'the', 'california', 'ftb']","['<KEYWORD>', 'yes', '<KEYWORD>', 'if', 'it', 'reveals', 'the', 'contact', 'information', 'for', 'the', '<KEYWORD>', 'california', '<KEYWORD>', 'ftb']","['yes', 'california']","[0, 9]",2
"['yes', 'if', 'there', 'are', 'biodegradable', 'options']","['<KEYWORD>', 'yes', '<KEYWORD>', 'if', 'there', 'are', 'biodegradable', '<KEYWORD>', 'options', '<KEYWORD>']","['yes', 'options']","[0, 5]",2
"['yes', 'if', 'they', 'are', 'designer', 'breeds']","['<KEYWORD>', 'yes', '<KEYWORD>', 'if', 'they', 'are', '<KEYWORD>', 'designer', '<KEYWORD>', '<KEYWORD>', 'breeds', '<KEYWORD>']","['yes', 'designer', 'breeds']","[0, 4, 5]",3
"['yes', 'if', 'they', 'are', 'on', 'fan', 'forums', 'and', 'websites']","['yes', 'if', 'they', 'are', 'on', '<KEYWORD>', 'fan', '<KEYWORD>', '<KEYWORD>', 'forums', '<KEYWORD>', 'and', 'websites']","['fan', 'forums']","[5, 6]",2
"['yes', 'if', 'they', 'are', 'related', 'to', 'the', 'history']","['yes', 'if', 'they', 'are', '<KEYWORD>', 'related', '<KEYWORD>', 'to', 'the', '<KEYWORD>', 'history', '<KEYWORD>']","['related', 'history']","[4, 7]",2
"['yes', 'if', 'they', 'contain', 'pictures', 'of', 'all', 'the', 'different', 'kinds', 'of', 'dinosaurs']","['yes', 'if', 'they', '<KEYWORD>', 'contain', '<KEYWORD>', 'pictures', 'of', 'all', 'the', 'different', 'kinds', 'of', '<KEYWORD>', 'dinosaurs', '<KEYWORD>']","['contain', 'dinosaurs']","[3, 11]",2
"['yes', 'if', 'they', 'include', 'the', 'causes']","['yes', 'if', 'they', '<KEYWORD>', 'include', '<KEYWORD>', 'the', '<KEYWORD>', 'causes', '<KEYWORD>']","['include', 'causes']","[3, 5]",2
"['yes', 'if', 'they', 'sell', 'kenmore', 'gas', 'water', 'heaters']","['<KEYWORD>', 'yes', '<KEYWORD>', 'if', 'they', '<KEYWORD>', 'sell', '<KEYWORD>', 'kenmore', 'gas', 'water', 'heaters']","['yes', 'sell']","[0, 3]",2
"['yes', 'if', 'they', 'used', 'adobe', 'houses']","['<KEYWORD>', 'yes', '<KEYWORD>', 'if', 'they', '<KEYWORD>', 'used', '<KEYWORD>', 'adobe', 'houses']","['yes', 'used']","[0, 3]",2
"['yes', 'im', 'especially', 'insterested', 'in', 'new', 'atari', 'games']","['yes', 'im', 'especially', 'insterested', 'in', '<KEYWORD>', 'new', '<KEYWORD>', '<KEYWORD>', 'atari', '<KEYWORD>', 'games']","['new', 'atari']","[5, 6]",2
"['yes', 'im', 'interested', 'on', 'churchill', 'downs', 'racing', 'schedule']","['<KEYWORD>', 'yes', '<KEYWORD>', 'im', 'interested', 'on', 'churchill', 'downs', '<KEYWORD>', 'racing', '<KEYWORD>', 'schedule']","['yes', 'racing']","[0, 6]",2
"['yes', 'im', 'looking', 'for', 'beatthegmat']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', 'for', 'beatthegmat']","['yes', 'im']","[0, 1]",2
"['yes', 'im', 'looking', 'for', 'demographic', 'info', 'on', 'cass', 'county', 'mo']","['yes', 'im', 'looking', 'for', 'demographic', '<KEYWORD>', 'info', '<KEYWORD>', 'on', '<KEYWORD>', 'cass', '<KEYWORD>', 'county', 'mo']","['info', 'cass']","[5, 7]",2
"['yes', 'im', 'looking', 'for', 'discovery', 'channels', 'dinosaur', 'site']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', 'for', 'discovery', '<KEYWORD>', 'channels', '<KEYWORD>', '<KEYWORD>', 'dinosaur', '<KEYWORD>', 'site']","['yes', 'im', 'channels', 'dinosaur']","[0, 1, 5, 6]",4
"['yes', 'im', 'looking', 'for', 'events', 'in', 'new', 'york', 'city']","['<KEYWORD>', 'yes', '<KEYWORD>', 'im', 'looking', 'for', 'events', 'in', 'new', '<KEYWORD>', 'york', '<KEYWORD>', '<KEYWORD>', 'city', '<KEYWORD>']","['yes', 'york', 'city']","[0, 7, 8]",3
"['yes', 'im', 'looking', 'for', 'events', 'taking', 'place', 'at', 'the', 'orange', 'county', 'convention', 'center']","['yes', 'im', 'looking', 'for', 'events', '<KEYWORD>', 'taking', '<KEYWORD>', '<KEYWORD>', 'place', '<KEYWORD>', 'at', 'the', 'orange', 'county', 'convention', 'center']","['taking', 'place']","[5, 6]",2
"['yes', 'im', 'looking', 'for', 'fan', 'forums', 'and', 'websites']","['yes', 'im', '<KEYWORD>', 'looking', '<KEYWORD>', 'for', '<KEYWORD>', 'fan', '<KEYWORD>', 'forums', 'and', 'websites']","['looking', 'fan']","[2, 4]",2
"['yes', 'im', 'looking', 'for', 'free', 'internet', 'phone', 'service']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', 'for', 'free', '<KEYWORD>', 'internet', '<KEYWORD>', 'phone', '<KEYWORD>', 'service', '<KEYWORD>']","['yes', 'im', 'internet', 'service']","[0, 1, 5, 7]",4
"['yes', 'im', 'looking', 'for', 'hunting', 'and', 'fishing', 'regulations', 'in', 'arizona']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', 'for', 'hunting', 'and', '<KEYWORD>', 'fishing', '<KEYWORD>', 'regulations', 'in', 'arizona']","['yes', 'im', 'fishing']","[0, 1, 6]",3
"['yes', 'im', 'looking', 'for', 'injuries', 'and', 'conditions', 'that', 'cause', 'forearm', 'pain']","['<KEYWORD>', 'yes', '<KEYWORD>', 'im', 'looking', 'for', 'injuries', 'and', 'conditions', 'that', 'cause', '<KEYWORD>', 'forearm', '<KEYWORD>', 'pain']","['yes', 'forearm']","[0, 9]",2
"['yes', 'im', 'looking', 'for', 'marinade', 'recipes']","['<KEYWORD>', 'yes', '<KEYWORD>', 'im', '<KEYWORD>', 'looking', '<KEYWORD>', 'for', 'marinade', 'recipes']","['yes', 'looking']","[0, 2]",2
"['yes', 'im', 'looking', 'for', 'scooters', 'that', 'are', 'for', 'sale']","['yes', 'im', '<KEYWORD>', 'looking', '<KEYWORD>', 'for', '<KEYWORD>', 'scooters', '<KEYWORD>', 'that', 'are', 'for', 'sale']","['looking', 'scooters']","[2, 4]",2
"['yes', 'im', 'trying', 'to', 'find', 'films', 'that', 'ron', 'howard', 'directed']","['yes', 'im', 'trying', 'to', 'find', '<KEYWORD>', 'films', '<KEYWORD>', 'that', '<KEYWORD>', 'ron', '<KEYWORD>', 'howard', 'directed']","['films', 'ron']","[5, 7]",2
"['yes', 'images', 'are', 'helpful', 'but', 'i', 'am', 'more', 'interested', 'in', 'the', 'information', 'on', 'cervical', 'cancer']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'images', '<KEYWORD>', 'are', '<KEYWORD>', 'helpful', '<KEYWORD>', 'but', 'i', 'am', 'more', 'interested', 'in', 'the', 'information', 'on', '<KEYWORD>', 'cervical', '<KEYWORD>', 'cancer']","['yes', 'images', 'helpful', 'cervical']","[0, 1, 3, 13]",4
"['yes', 'images', 'of', 'the', 'animated', 'movie', 'would', 'be', 'helpful']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'images', '<KEYWORD>', 'of', 'the', 'animated', 'movie', 'would', 'be', 'helpful']","['yes', 'images']","[0, 1]",2
"['yes', 'in', 'a', 'crockpot']","['<KEYWORD>', 'yes', '<KEYWORD>', 'in', 'a', '<KEYWORD>', 'crockpot', '<KEYWORD>']","['yes', 'crockpot']","[0, 3]",2
"['yes', 'in', 'addition', 'to', 'knowing', 'how', 'to', 'manage', 'time']","['<KEYWORD>', 'yes', '<KEYWORD>', 'in', '<KEYWORD>', 'addition', '<KEYWORD>', 'to', 'knowing', 'how', 'to', '<KEYWORD>', 'manage', '<KEYWORD>', 'time']","['yes', 'addition', 'manage']","[0, 2, 7]",3
"['yes', 'in', 'miami']","['<KEYWORD>', 'yes', '<KEYWORD>', 'in', '<KEYWORD>', 'miami', '<KEYWORD>']","['yes', 'miami']","[0, 2]",2
"['yes', 'in', 'new', 'york', 'city']","['yes', 'in', 'new', '<KEYWORD>', 'york', '<KEYWORD>', '<KEYWORD>', 'city', '<KEYWORD>']","['york', 'city']","[3, 4]",2
"['yes', 'in', 'particular', 'which', 'animals', 'are', 'known', 'to', 'present', 'causes']","['yes', 'in', 'particular', 'which', 'animals', 'are', 'known', 'to', '<KEYWORD>', 'present', '<KEYWORD>', '<KEYWORD>', 'causes', '<KEYWORD>']","['present', 'causes']","[8, 9]",2
"['yes', 'in', 'the', 'poconos', 'pa', 'area']","['yes', 'in', 'the', '<KEYWORD>', 'poconos', '<KEYWORD>', 'pa', '<KEYWORD>', 'area', '<KEYWORD>']","['poconos', 'area']","[3, 5]",2
"['yes', 'in', 'times', 'square']","['yes', 'in', '<KEYWORD>', 'times', '<KEYWORD>', '<KEYWORD>', 'square', '<KEYWORD>']","['times', 'square']","[2, 3]",2
"['yes', 'including', 'the', 'nearby', 'areas', 'of', 'the', 'capitol']","['yes', 'including', 'the', '<KEYWORD>', 'nearby', '<KEYWORD>', 'areas', 'of', 'the', '<KEYWORD>', 'capitol', '<KEYWORD>']","['nearby', 'capitol']","[3, 7]",2
"['yes', 'information', 'for', 'someone', 'new', 'to', 'the', 'area']","['<KEYWORD>', 'yes', '<KEYWORD>', 'information', 'for', '<KEYWORD>', 'someone', '<KEYWORD>', '<KEYWORD>', 'new', '<KEYWORD>', 'to', 'the', 'area']","['yes', 'someone', 'new']","[0, 3, 4]",3
"['yes', 'information', 'on', 'continental', 'plate', 'tectonics', 'and', 'the', 'lithosphere']","['yes', 'information', 'on', '<KEYWORD>', 'continental', '<KEYWORD>', '<KEYWORD>', 'plate', '<KEYWORD>', 'tectonics', 'and', 'the', 'lithosphere']","['continental', 'plate']","[3, 4]",2
"['yes', 'inparticular', 'what', 'medicines', 'are', 'used', 'to', 'treat', 'fybromyalgia']","['yes', 'inparticular', 'what', 'medicines', 'are', '<KEYWORD>', 'used', '<KEYWORD>', 'to', 'treat', '<KEYWORD>', 'fybromyalgia', '<KEYWORD>']","['used', 'fybromyalgia']","[5, 8]",2
"['yes', 'inside', 'or', 'near', 'disneyland']","['<KEYWORD>', 'yes', '<KEYWORD>', 'inside', 'or', 'near', '<KEYWORD>', 'disneyland', '<KEYWORD>']","['yes', 'disneyland']","[0, 4]",2
"['yes', 'just', 'anything', 'from', 'cheap', 'isps']","['yes', 'just', 'anything', 'from', '<KEYWORD>', 'cheap', '<KEYWORD>', '<KEYWORD>', 'isps', '<KEYWORD>']","['cheap', 'isps']","[4, 5]",2
"['yes', 'local', 'poker', 'tournaments']","['yes', 'local', '<KEYWORD>', 'poker', '<KEYWORD>', '<KEYWORD>', 'tournaments', '<KEYWORD>']","['poker', 'tournaments']","[2, 3]",2
"['yes', 'locations', 'and', 'dates']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'locations', '<KEYWORD>', 'and', 'dates']","['yes', 'locations']","[0, 1]",2
"['yes', 'low', 'income', 'health', 'insurance', 'in', 'sonoma', 'county', 'ca']","['yes', 'low', 'income', '<KEYWORD>', 'health', '<KEYWORD>', 'insurance', 'in', '<KEYWORD>', 'sonoma', '<KEYWORD>', 'county', 'ca']","['health', 'sonoma']","[3, 6]",2
"['yes', 'make', 'sure', 'to', 'find', 'her', 'political', 'issues']","['<KEYWORD>', 'yes', '<KEYWORD>', 'make', '<KEYWORD>', 'sure', '<KEYWORD>', 'to', 'find', 'her', '<KEYWORD>', 'political', '<KEYWORD>', '<KEYWORD>', 'issues', '<KEYWORD>']","['yes', 'sure', 'political', 'issues']","[0, 2, 6, 7]",4
"['yes', 'marthas', 'involvement']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'marthas', '<KEYWORD>', 'involvement']","['yes', 'marthas']","[0, 1]",2
"['yes', 'martin', 'luther', 'king', 'jr']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'martin', '<KEYWORD>', 'luther', 'king', '<KEYWORD>', 'jr', '<KEYWORD>']","['yes', 'martin', 'jr']","[0, 1, 4]",3
"['yes', 'mine']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'mine', '<KEYWORD>']","['yes', 'mine']","[0, 1]",2
"['yes', 'my', 'heart', 'rate', 'is', 'very', 'fast']","['yes', 'my', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'rate', '<KEYWORD>', 'is', 'very', 'fast']","['heart', 'rate']","[2, 3]",2
"['yes', 'need', 'strategies', 'for', 'the', 'parents']","['yes', '<KEYWORD>', 'need', '<KEYWORD>', 'strategies', 'for', 'the', '<KEYWORD>', 'parents', '<KEYWORD>']","['need', 'parents']","[1, 5]",2
"['yes', 'on', 'a', 'gas', 'grill']","['<KEYWORD>', 'yes', '<KEYWORD>', 'on', 'a', '<KEYWORD>', 'gas', '<KEYWORD>', 'grill']","['yes', 'gas']","[0, 3]",2
"['yes', 'on', 'a', 'pap', 'smear', 'test']","['yes', 'on', 'a', '<KEYWORD>', 'pap', '<KEYWORD>', 'smear', '<KEYWORD>', 'test', '<KEYWORD>']","['pap', 'test']","[3, 5]",2
"['yes', 'one', 'for', 'elementarymiddle', 'school', 'students']","['yes', '<KEYWORD>', 'one', '<KEYWORD>', 'for', 'elementarymiddle', 'school', '<KEYWORD>', 'students', '<KEYWORD>']","['one', 'students']","[1, 5]",2
"['yes', 'one', 'that', 'carries', 'trains']","['yes', '<KEYWORD>', 'one', '<KEYWORD>', 'that', 'carries', '<KEYWORD>', 'trains', '<KEYWORD>']","['one', 'trains']","[1, 4]",2
"['yes', 'one', 'that', 'sells', 'radiocontrolled', 'planes']","['yes', 'one', 'that', '<KEYWORD>', 'sells', '<KEYWORD>', '<KEYWORD>', 'radiocontrolled', '<KEYWORD>', 'planes']","['sells', 'radiocontrolled']","[3, 4]",2
"['yes', 'ones', 'that', 'have', 'lapidary', 'classes']","['<KEYWORD>', 'yes', '<KEYWORD>', 'ones', 'that', 'have', '<KEYWORD>', 'lapidary', '<KEYWORD>', 'classes']","['yes', 'lapidary']","[0, 4]",2
"['yes', 'particualarly', 'information', 'about', 'his', 'parents', 'and', 'grandparents']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'particualarly', '<KEYWORD>', 'information', 'about', 'his', 'parents', 'and', 'grandparents']","['yes', 'particualarly']","[0, 1]",2
"['yes', 'particularly', 'any', 'interesting', 'facts']","['<KEYWORD>', 'yes', '<KEYWORD>', 'particularly', 'any', '<KEYWORD>', 'interesting', '<KEYWORD>', 'facts']","['yes', 'interesting']","[0, 3]",2
"['yes', 'pastor', 'rick', 'warren', 'and', 'controversial', 'obama', 'inaugural', 'invocation']","['yes', '<KEYWORD>', 'pastor', '<KEYWORD>', 'rick', '<KEYWORD>', 'warren', '<KEYWORD>', 'and', '<KEYWORD>', 'controversial', '<KEYWORD>', 'obama', 'inaugural', 'invocation']","['pastor', 'warren', 'controversial']","[1, 3, 5]",3
"['yes', 'please']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>']","['yes', 'please']","[0, 1]",2
"['yes', 'please', 'also', 'include', 'general', 'biographical', 'info', 'too']","['yes', '<KEYWORD>', 'please', '<KEYWORD>', '<KEYWORD>', 'also', '<KEYWORD>', 'include', 'general', 'biographical', 'info', 'too']","['please', 'also']","[1, 2]",2
"['yes', 'please', 'and', 'maybe', 'an', 'airiel', 'map', 'as', 'well']","['<KEYWORD>', 'yes', '<KEYWORD>', 'please', 'and', 'maybe', 'an', 'airiel', '<KEYWORD>', 'map', '<KEYWORD>', 'as', 'well']","['yes', 'map']","[0, 6]",2
"['yes', 'please', 'find', 'a', 'map', 'of', 'barbados']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'find', 'a', 'map', 'of', 'barbados']","['yes', 'please']","[0, 1]",2
"['yes', 'please', 'find', 'me', 'information', 'on', 'barack', 'obamas', 'mother']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'find', 'me', 'information', 'on', '<KEYWORD>', 'barack', '<KEYWORD>', 'obamas', '<KEYWORD>', 'mother', '<KEYWORD>']","['yes', 'please', 'barack', 'mother']","[0, 1, 6, 8]",4
"['yes', 'please', 'give', 'me', 'a', 'list', 'of', 'the', 'elected', 'offices', 'held', 'by', 'ralph', 'owen', 'brewster']","['yes', '<KEYWORD>', 'please', '<KEYWORD>', '<KEYWORD>', 'give', '<KEYWORD>', 'me', 'a', 'list', 'of', 'the', '<KEYWORD>', 'elected', '<KEYWORD>', 'offices', '<KEYWORD>', 'held', '<KEYWORD>', 'by', 'ralph', 'owen', 'brewster']","['please', 'give', 'elected', 'held']","[1, 2, 8, 10]",4
"['yes', 'please', 'give', 'me', 'directions', 'to', 'the', 'dmv']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'give', 'me', '<KEYWORD>', 'directions', '<KEYWORD>', 'to', 'the', '<KEYWORD>', 'dmv', '<KEYWORD>']","['yes', 'please', 'directions', 'dmv']","[0, 1, 4, 7]",4
"['yes', 'please', 'show', 'me', 'examples', 'of', 'them']","['<KEYWORD>', 'yes', '<KEYWORD>', 'please', '<KEYWORD>', 'show', '<KEYWORD>', 'me', 'examples', 'of', 'them']","['yes', 'show']","[0, 2]",2
"['yes', 'please', 'show', 'me', 'the', 'resources', 'page']","['<KEYWORD>', 'yes', '<KEYWORD>', 'please', '<KEYWORD>', 'show', '<KEYWORD>', 'me', 'the', 'resources', 'page']","['yes', 'show']","[0, 2]",2
"['yes', 'please', 'show', 'me', 'the', 'reviews', 'for', 'the', 'secret', 'garden']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'show', 'me', 'the', 'reviews', 'for', 'the', 'secret', 'garden']","['yes', 'please']","[0, 1]",2
"['yes', 'please', 'tell', 'me', 'more']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'tell', 'me', 'more']","['yes', 'please']","[0, 1]",2
"['yes', 'please', 'tell', 'me', 'the', 'early', 'signs', 'of', 'a', 'heart', 'attack']","['<KEYWORD>', 'yes', '<KEYWORD>', 'please', 'tell', 'me', 'the', '<KEYWORD>', 'early', '<KEYWORD>', 'signs', 'of', 'a', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'attack', '<KEYWORD>']","['yes', 'early', 'heart', 'attack']","[0, 5, 9, 10]",4
"['yes', 'please', 'tell', 'me', 'the', 'next', 'class']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'please', '<KEYWORD>', 'tell', 'me', 'the', 'next', 'class']","['yes', 'please']","[0, 1]",2
"['yes', 'please', 'tell', 'me', 'what', 'the', 'flavor', 'is', 'like']","['yes', '<KEYWORD>', 'please', '<KEYWORD>', 'tell', 'me', 'what', 'the', '<KEYWORD>', 'flavor', '<KEYWORD>', 'is', 'like']","['please', 'flavor']","[1, 6]",2
"['yes', 'please', 'tell', 'me', 'where', 'to', 'buy', 'them']","['<KEYWORD>', 'yes', '<KEYWORD>', 'please', 'tell', 'me', 'where', 'to', '<KEYWORD>', 'buy', '<KEYWORD>', 'them']","['yes', 'buy']","[0, 6]",2
"['yes', 'plus', 'other', 'contact', 'information']","['<KEYWORD>', 'yes', '<KEYWORD>', 'plus', 'other', '<KEYWORD>', 'contact', '<KEYWORD>', 'information']","['yes', 'contact']","[0, 3]",2
"['yes', 'plus', 'other', 'facts', 'suitable', 'for', 'elementary', 'to', 'middle', 'school', 'students']","['<KEYWORD>', 'yes', '<KEYWORD>', 'plus', 'other', '<KEYWORD>', 'facts', '<KEYWORD>', '<KEYWORD>', 'suitable', '<KEYWORD>', 'for', 'elementary', 'to', 'middle', 'school', 'students']","['yes', 'facts', 'suitable']","[0, 3, 4]",3
"['yes', 'poker', 'tournaments', 'in', 'las', 'vegas']","['yes', 'poker', '<KEYWORD>', 'tournaments', '<KEYWORD>', 'in', 'las', '<KEYWORD>', 'vegas', '<KEYWORD>']","['tournaments', 'vegas']","[2, 5]",2
"['yes', 'precisely']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'precisely', '<KEYWORD>']","['yes', 'precisely']","[0, 1]",2
"['yes', 'pricing', 'information']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'pricing', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>']","['yes', 'pricing', 'information']","[0, 1, 2]",3
"['yes', 'primarily', 'on', 'how', 'to', 'grow', 'a', 'kiwi', 'fruit', 'tree']","['yes', 'primarily', 'on', 'how', 'to', 'grow', 'a', '<KEYWORD>', 'kiwi', '<KEYWORD>', '<KEYWORD>', 'fruit', '<KEYWORD>', 'tree']","['kiwi', 'fruit']","[7, 8]",2
"['yes', 'promo', 'coupons']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'promo', '<KEYWORD>', 'coupons']","['yes', 'promo']","[0, 1]",2
"['yes', 'recipes', 'for', 'marinades', 'and', 'dry', 'rubs']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'recipes', '<KEYWORD>', 'for', 'marinades', 'and', 'dry', 'rubs']","['yes', 'recipes']","[0, 1]",2
"['yes', 'regular', 'pvc']","['<KEYWORD>', 'yes', '<KEYWORD>', 'regular', '<KEYWORD>', 'pvc', '<KEYWORD>']","['yes', 'pvc']","[0, 2]",2
"['yes', 'related', 'to', 'a', 'specific', 'controversy']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'related', '<KEYWORD>', 'to', 'a', 'specific', 'controversy']","['yes', 'related']","[0, 1]",2
"['yes', 'restaurant', 'food', 'in', 'hoboken']","['<KEYWORD>', 'yes', '<KEYWORD>', 'restaurant', '<KEYWORD>', 'food', '<KEYWORD>', 'in', 'hoboken']","['yes', 'food']","[0, 2]",2
"['yes', 'reviews', 'please']","['<KEYWORD>', 'yes', '<KEYWORD>', 'reviews', '<KEYWORD>', 'please', '<KEYWORD>']","['yes', 'please']","[0, 2]",2
"['yes', 'show', 'me', 'reviews', 'and', 'ratings']","['yes', '<KEYWORD>', 'show', '<KEYWORD>', 'me', '<KEYWORD>', 'reviews', '<KEYWORD>', 'and', 'ratings']","['show', 'reviews']","[1, 3]",2
"['yes', 'show', 'me', 'the', 'laws', 'and', 'procedures', 'for', 'indiana']","['yes', 'show', 'me', 'the', 'laws', 'and', '<KEYWORD>', 'procedures', '<KEYWORD>', 'for', '<KEYWORD>', 'indiana', '<KEYWORD>']","['procedures', 'indiana']","[6, 8]",2
"['yes', 'sites', 'related', 'to', 'stewarts', 'involvement', 'with', 'imclone']","['yes', 'sites', 'related', 'to', '<KEYWORD>', 'stewarts', '<KEYWORD>', 'involvement', 'with', '<KEYWORD>', 'imclone', '<KEYWORD>']","['stewarts', 'imclone']","[4, 7]",2
"['yes', 'so', 'find', 'me', 'the', 'nearest', 'dealership']","['<KEYWORD>', 'yes', '<KEYWORD>', 'so', 'find', 'me', 'the', 'nearest', '<KEYWORD>', 'dealership', '<KEYWORD>']","['yes', 'dealership']","[0, 6]",2
"['yes', 'so', 'i', 'would', 'like', 'to', 'know', 'where', 'can', 'i', 'buy', 'a', 'road', 'map', 'of', 'brazil']","['yes', 'so', 'i', '<KEYWORD>', 'would', '<KEYWORD>', 'like', 'to', 'know', 'where', 'can', 'i', 'buy', 'a', '<KEYWORD>', 'road', '<KEYWORD>', '<KEYWORD>', 'map', '<KEYWORD>', 'of', '<KEYWORD>', 'brazil', '<KEYWORD>']","['would', 'road', 'map', 'brazil']","[3, 12, 13, 15]",4
"['yes', 'so', 'what', 'is', 'my', 'obligation']","['<KEYWORD>', 'yes', '<KEYWORD>', 'so', 'what', 'is', 'my', '<KEYWORD>', 'obligation', '<KEYWORD>']","['yes', 'obligation']","[0, 5]",2
"['yes', 'specifically', 'about', 'their', 'regulations']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'about', 'their', 'regulations']","['yes', 'specifically']","[0, 1]",2
"['yes', 'specifically', 'campus', 'locations', 'of', 'the', 'university', 'of', 'north', 'carolina']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'campus', 'locations', 'of', 'the', 'university', 'of', '<KEYWORD>', 'north', '<KEYWORD>', '<KEYWORD>', 'carolina', '<KEYWORD>']","['yes', 'specifically', 'north', 'carolina']","[0, 1, 8, 9]",4
"['yes', 'specifically', 'chainlink', 'fences']","['<KEYWORD>', 'yes', '<KEYWORD>', 'specifically', '<KEYWORD>', 'chainlink', '<KEYWORD>', 'fences']","['yes', 'chainlink']","[0, 2]",2
"['yes', 'specifically', 'contact', 'info', 'to', 'credit', 'reporting', 'agencies']","['yes', 'specifically', '<KEYWORD>', 'contact', '<KEYWORD>', 'info', 'to', '<KEYWORD>', 'credit', '<KEYWORD>', '<KEYWORD>', 'reporting', '<KEYWORD>', 'agencies']","['contact', 'credit', 'reporting']","[2, 5, 6]",3
"['yes', 'specifically', 'for', 'hip', 'fractures']","['<KEYWORD>', 'yes', '<KEYWORD>', '<KEYWORD>', 'specifically', '<KEYWORD>', 'for', '<KEYWORD>', 'hip', '<KEYWORD>', '<KEYWORD>', 'fractures', '<KEYWORD>']","['yes', 'specifically', 'hip', 'fractures']","[0, 1, 3, 4]",4
"['yes', 'specifically', 'for', 'poem', 'in', 'your', 'pocket', 'day']","['yes', '<KEYWORD>', 'specifically', '<KEYWORD>', 'for', '<KEYWORD>', 'poem', '<KEYWORD>', 'in', 'your', '<KEYWORD>', 'pocket', '<KEYWORD>', 'day']","['specifically', 'poem', 'pocket']","[1, 3, 6]",3
